GT_Community,GT_Size,Best_Louvain,Louvain_Size,Intersection,Precision,Recall,F1,Jaccard
1752,3,0,12666,2,0.00015790304752881732,0.6666666666666666,0.0003157313126529324,0.00015789058182679404
1753,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1754,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1755,14,0,12666,14,0.0011053213327017212,1.0,0.00220820189274448,0.0011053213327017212
1756,4,0,12666,4,0.00031580609505763463,1.0,0.0006314127861089188,0.00031580609505763463
1757,7,0,12666,5,0.0003947576188220433,0.7142857142857143,0.0007890791446382073,0.00039469529523208084
1758,8,52,2073,8,0.003859141341051616,1.0,0.0076886112445939455,0.003859141341051616
1759,5,52,2073,5,0.00241196333815726,1.0,0.004812319538017325,0.00241196333815726
1760,8,52,2073,8,0.003859141341051616,1.0,0.0076886112445939455,0.003859141341051616
1761,4,52,2073,4,0.001929570670525808,1.0,0.0038517091959557057,0.001929570670525808
1762,7,25,3866,7,0.0018106570098292809,1.0,0.003614768912987348,0.0018106570098292809
1763,6,0,12666,4,0.00031580609505763463,0.6666666666666666,0.0006313131313131314,0.00031575623618566466
1764,5,0,12666,4,0.00031580609505763463,0.8,0.0006313629547786285,0.0003157811636535881
1765,3,7,6767,3,0.0004433279148810403,1.0,0.0008862629246676514,0.0004433279148810403
1766,12,107,721,12,0.016643550624133148,1.0,0.03274215552523874,0.016643550624133148
1767,5,107,721,5,0.006934812760055479,1.0,0.013774104683195593,0.006934812760055479
1768,20,107,721,20,0.027739251040221916,1.0,0.05398110661268556,0.027739251040221916
1769,13,107,721,13,0.018030513176144243,1.0,0.03542234332425068,0.018030513176144243
1770,8,107,721,8,0.011095700416088766,1.0,0.021947873799725653,0.011095700416088766
1771,7,107,721,7,0.009708737864077669,1.0,0.01923076923076923,0.009708737864077669
1772,6,6,6949,6,0.0008634335875665563,1.0,0.0017253774263120056,0.0008634335875665563
1773,4,6,6949,4,0.0005756223917110375,1.0,0.0011505824823817058,0.0005756223917110375
1774,3,6,6949,3,0.00043171679378327816,1.0,0.0008630609896432681,0.00043171679378327816
1775,79,22,4396,74,0.01683348498635123,0.9367088607594937,0.033072625698324025,0.01681436037264258
1776,4,15,5169,4,0.0007738440704198104,1.0,0.0015464913976416003,0.0007738440704198104
1777,3,12,5837,3,0.0005139626520472845,1.0,0.0010273972602739725,0.0005139626520472845
1778,3,108,715,3,0.004195804195804196,1.0,0.008356545961002786,0.004195804195804196
1779,17,52,2073,17,0.008200675349734683,1.0,0.016267942583732053,0.008200675349734683
1780,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1781,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1782,3,7,6767,3,0.0004433279148810403,1.0,0.0008862629246676514,0.0004433279148810403
1783,4,7,6767,4,0.0005911038865080538,1.0,0.0011815093782306897,0.0005911038865080538
1784,3,35,2934,3,0.0010224948875255625,1.0,0.002042900919305414,0.0010224948875255625
1785,25,7,6767,16,0.002364415546032215,0.64,0.004711425206124853,0.0023612750885478157
1786,9,10,5960,9,0.0015100671140939597,1.0,0.003015580499246105,0.0015100671140939597
1787,4,10,5960,4,0.0006711409395973154,1.0,0.0013413816230717637,0.0006711409395973154
1788,1586,6,6949,1174,0.16894517196718953,0.7402269861286255,0.27510251903925015,0.15948919983697868
1789,23,2,11458,23,0.002007331122359923,1.0,0.004006619632436199,0.002007331122359923
1790,35,2,11458,35,0.0030546343166346656,1.0,0.006090663882363177,0.0030546343166346656
1791,8,32,3148,8,0.0025412960609911056,1.0,0.005069708491761723,0.0025412960609911056
1792,32,2,11458,32,0.0027928085180659802,1.0,0.005570060922541341,0.0027928085180659802
1793,5,83,1064,5,0.004699248120300752,1.0,0.009354536950420954,0.004699248120300752
1794,5,83,1064,5,0.004699248120300752,1.0,0.009354536950420954,0.004699248120300752
1795,4,83,1064,4,0.0037593984962406013,1.0,0.00749063670411985,0.0037593984962406013
1796,6,0,12666,6,0.0004737091425864519,1.0,0.0009469696969696971,0.0004737091425864519
1797,4,0,12666,4,0.00031580609505763463,1.0,0.0006314127861089188,0.00031580609505763463
1798,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1799,11,22,4396,11,0.002502274795268426,1.0,0.004992058089403222,0.002502274795268426
1800,14,16,5112,12,0.002347417840375587,0.8571428571428571,0.0046820132657042525,0.0023464998044583495
1801,3,71,1326,2,0.0015082956259426848,0.6666666666666666,0.0030097817908201654,0.0015071590052750565
1802,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1803,6,0,12666,6,0.0004737091425864519,1.0,0.0009469696969696971,0.0004737091425864519
1804,7,0,12666,6,0.0004737091425864519,0.8571428571428571,0.0009468949735658486,0.0004736717454803821
1805,3,26,3627,3,0.0008271298593879239,1.0,0.0016528925619834713,0.0008271298593879239
1806,4,7,6767,4,0.0005911038865080538,1.0,0.0011815093782306897,0.0005911038865080538
1807,5,0,12666,5,0.0003947576188220433,1.0,0.0007892036934732855,0.0003947576188220433
1808,4,122,560,4,0.007142857142857143,1.0,0.014184397163120567,0.007142857142857143
1809,4,33,3078,4,0.001299545159194282,1.0,0.0025957170668397147,0.001299545159194282
1810,85,21,4494,83,0.01846906987093903,0.9764705882352941,0.036252456868311855,0.01846085409252669
1811,5,6,6949,5,0.000719527989638797,1.0,0.0014380212827149843,0.000719527989638797
1812,10,6,6949,9,0.0012951503813498344,0.9,0.0025865785313981893,0.0012949640287769784
1813,22,6,6949,21,0.003022017556482947,0.9545454545454546,0.006024960550853537,0.0030215827338129497
1814,17,15,5169,17,0.0032888372992841944,1.0,0.006556112610875435,0.0032888372992841944
1815,3,15,5169,3,0.0005803830528148578,1.0,0.001160092807424594,0.0005803830528148578
1816,4,15,5169,4,0.0007738440704198104,1.0,0.0015464913976416003,0.0007738440704198104
1817,6,64,1553,6,0.0038634900193174502,1.0,0.007697241821680564,0.0038634900193174502
1818,9,64,1553,9,0.005795235028976175,1.0,0.011523687580025607,0.005795235028976175
1819,43,64,1553,39,0.025112685125563427,0.9069767441860465,0.048872180451127824,0.025048169556840076
1820,7,24,3992,4,0.001002004008016032,0.5714285714285714,0.002000500125031258,0.0010012515644555694
1821,11,24,3992,7,0.0017535070140280561,0.6363636363636364,0.0034973769672745434,0.0017517517517517517
1822,10,24,3992,6,0.001503006012024048,0.6,0.0029985007496251873,0.0015015015015015015
1823,6,24,3992,6,0.001503006012024048,1.0,0.0030015007503751876,0.001503006012024048
1824,3,92,918,3,0.0032679738562091504,1.0,0.006514657980456026,0.0032679738562091504
1825,3,45,2354,3,0.001274426508071368,1.0,0.0025456088247772595,0.001274426508071368
1826,25,1,12446,14,0.0011248593925759281,0.56,0.002245208884612301,0.0011238660993818737
1827,8,17,5081,7,0.0013776815587482779,0.875,0.002751031636863824,0.0013774104683195593
1828,7,17,5081,6,0.001180869907498524,0.8571428571428571,0.002358490566037736,0.0011806375442739079
1829,3,17,5081,3,0.000590434953749262,1.0,0.0011801730920535012,0.000590434953749262
1830,8,1,12446,7,0.0005624296962879641,0.875,0.0011241368235105186,0.0005623845103237728
1831,4,0,12666,4,0.00031580609505763463,1.0,0.0006314127861089188,0.00031580609505763463
1832,4,0,12666,4,0.00031580609505763463,1.0,0.0006314127861089188,0.00031580609505763463
1833,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1834,5,1,12446,5,0.0004017354973485457,1.0,0.0008031483414986749,0.0004017354973485457
1835,3,56,1782,3,0.0016835016835016834,1.0,0.003361344537815126,0.0016835016835016834
1836,3,102,786,3,0.003816793893129771,1.0,0.0076045627376425855,0.003816793893129771
1837,3,4,8839,3,0.0003394049100576988,1.0,0.0006785795068988916,0.0003394049100576988
1838,3,4,8839,3,0.0003394049100576988,1.0,0.0006785795068988916,0.0003394049100576988
1839,3,178,81,3,0.037037037037037035,1.0,0.07142857142857142,0.037037037037037035
1840,12,9,5969,12,0.002010386999497403,1.0,0.004012706905199799,0.002010386999497403
1841,4,65,1511,4,0.0026472534745201853,1.0,0.005280528052805281,0.0026472534745201853
1842,3,65,1511,3,0.001985440105890139,1.0,0.003963011889035667,0.001985440105890139
1843,6,65,1511,6,0.003970880211780278,1.0,0.007910349373764006,0.003970880211780278
1844,3,65,1511,3,0.001985440105890139,1.0,0.003963011889035667,0.001985440105890139
1845,4,65,1511,4,0.0026472534745201853,1.0,0.005280528052805281,0.0026472534745201853
1846,3,59,1671,3,0.0017953321364452424,1.0,0.0035842293906810036,0.0017953321364452424
1847,4,1,12446,4,0.0003213883978788366,1.0,0.000642570281124498,0.0003213883978788366
1848,4,1,12446,4,0.0003213883978788366,1.0,0.000642570281124498,0.0003213883978788366
1849,3,2,11458,3,0.00026182579856868566,1.0,0.000523514527528139,0.00026182579856868566
1850,3,2,11458,3,0.00026182579856868566,1.0,0.000523514527528139,0.00026182579856868566
1851,3,2,11458,3,0.00026182579856868566,1.0,0.000523514527528139,0.00026182579856868566
1852,7,2,11458,7,0.0006109268633269332,1.0,0.0012211077191452246,0.0006109268633269332
1853,3,2,11458,3,0.00026182579856868566,1.0,0.000523514527528139,0.00026182579856868566
1854,5,84,1063,5,0.004703668861712135,1.0,0.009363295880149811,0.004703668861712135
1855,11,3,10990,11,0.0010009099181073704,1.0,0.001999818198345605,0.0010009099181073704
1856,3,43,2382,3,0.0012594458438287153,1.0,0.002515723270440252,0.0012594458438287153
1857,7,9,5969,6,0.0010051934997487016,0.8571428571428571,0.002008032128514056,0.0010050251256281408
1858,51,90,969,51,0.05263157894736842,1.0,0.1,0.05263157894736842
1859,35,90,969,35,0.03611971104231166,1.0,0.0697211155378486,0.03611971104231166
1860,34,90,969,34,0.03508771929824561,1.0,0.06779661016949151,0.03508771929824561
1861,18,90,969,18,0.018575851393188854,1.0,0.0364741641337386,0.018575851393188854
1862,16,90,969,16,0.016511867905056758,1.0,0.03248730964467005,0.016511867905056758
1863,9,42,2413,7,0.002900953170327393,0.7777777777777778,0.005780346820809248,0.002898550724637681
1864,3,105,759,3,0.003952569169960474,1.0,0.007874015748031496,0.003952569169960474
1865,7,1,12446,7,0.0005624296962879641,1.0,0.0011242270938729624,0.0005624296962879641
1866,4,1,12446,4,0.0003213883978788366,1.0,0.000642570281124498,0.0003213883978788366
1867,3,1,12446,3,0.00024104129840912743,1.0,0.00048196642300586397,0.00024104129840912743
1868,6,1,12446,6,0.00048208259681825486,1.0,0.00096370061034372,0.00048208259681825486
1869,3,1,12446,3,0.00024104129840912743,1.0,0.00048196642300586397,0.00024104129840912743
1870,13,46,2198,12,0.00545950864422202,0.9230769230769231,0.01085481682496608,0.005457025920873124
1871,5,11,5919,3,0.0005068423720223011,0.6,0.001012829169480081,0.0005066711704104037
1872,3,11,5919,2,0.00033789491468153406,0.6666666666666666,0.0006754474839581223,0.00033783783783783786
1873,3,82,1067,3,0.0028116213683223993,1.0,0.005607476635514018,0.0028116213683223993
1874,3,33,3078,2,0.000649772579597141,0.6666666666666666,0.0012982797792924373,0.0006495615459564793
1875,8,25,3866,8,0.0020693222969477496,1.0,0.004130098089829634,0.0020693222969477496
1876,4,25,3866,4,0.0010346611484738748,1.0,0.0020671834625322996,0.0010346611484738748
1877,4,131,465,4,0.008602150537634409,1.0,0.017057569296375266,0.008602150537634409
1878,4,2,11458,4,0.00034910106475824753,1.0,0.0006979584714709475,0.00034910106475824753
1879,3,65,1511,3,0.001985440105890139,1.0,0.003963011889035667,0.001985440105890139
1880,9,67,1429,7,0.00489853044086774,0.7777777777777778,0.009735744089012517,0.004891684136967156
1881,5,38,2731,5,0.001830831197363603,1.0,0.0036549707602339184,0.001830831197363603
1882,4,13,5814,4,0.0006879944960440316,1.0,0.0013750429700928153,0.0006879944960440316
1883,9,35,2934,9,0.003067484662576687,1.0,0.0061162079510703364,0.003067484662576687
1884,15,3,10990,15,0.001364877161055505,1.0,0.002726033621081327,0.001364877161055505
1885,8,0,12666,8,0.0006316121901152693,1.0,0.0012624270159381412,0.0006316121901152693
1886,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1887,4,21,4494,4,0.0008900756564307966,1.0,0.0017785682525566918,0.0008900756564307966
1888,757,6,6949,636,0.09152396028205498,0.8401585204755614,0.16506618219569166,0.08995756718528995
1889,7,10,5960,7,0.001174496644295302,1.0,0.002346237640355287,0.001174496644295302
1890,5,104,779,5,0.006418485237483954,1.0,0.012755102040816327,0.006418485237483954
1891,9,104,779,9,0.011553273427471117,1.0,0.022842639593908632,0.011553273427471117
1892,7,104,779,7,0.008985879332477536,1.0,0.017811704834605598,0.008985879332477536
1893,3,63,1589,3,0.0018879798615481435,1.0,0.003768844221105528,0.0018879798615481435
1894,8,109,664,8,0.012048192771084338,1.0,0.02380952380952381,0.012048192771084338
1895,30,5,8566,30,0.0035022180714452487,1.0,0.006979990693345742,0.0035022180714452487
1896,4,8,6297,4,0.0006352231221216452,1.0,0.0012696397397238535,0.0006352231221216452
1897,57,5,8566,52,0.006070511323838431,0.9122807017543859,0.012060767714252579,0.006066970015167425
1898,53,5,8566,48,0.005603548914312398,0.9056603773584906,0.011138183083884442,0.0056002800140007
1899,49,5,8566,44,0.005136586504786365,0.8979591836734694,0.010214741729541498,0.005133590012833975
1900,3,5,8566,3,0.0003502218071445249,1.0,0.0007001983895437041,0.0003502218071445249
1901,3,5,8566,3,0.0003502218071445249,1.0,0.0007001983895437041,0.0003502218071445249
1902,4,27,3421,4,0.001169248757673195,1.0,0.0023357664233576644,0.001169248757673195
1903,5,0,12666,5,0.0003947576188220433,1.0,0.0007892036934732855,0.0003947576188220433
1904,4,170,112,4,0.03571428571428571,1.0,0.0689655172413793,0.03571428571428571
1905,3,51,2083,3,0.0014402304368698992,1.0,0.0028763183125599234,0.0014402304368698992
1906,9,51,2083,9,0.0043206913106096975,1.0,0.008604206500956023,0.0043206913106096975
1907,8,51,2083,8,0.003840614498319731,1.0,0.007651841224294596,0.003840614498319731
1908,9,1,12446,9,0.0007231238952273823,1.0,0.0014452027298273787,0.0007231238952273823
1909,3,31,3175,3,0.0009448818897637795,1.0,0.0018879798615481437,0.0009448818897637795
1910,5,31,3175,5,0.0015748031496062992,1.0,0.003144654088050314,0.0015748031496062992
1911,6,55,1882,6,0.003188097768331562,1.0,0.00635593220338983,0.003188097768331562
1912,3,43,2382,3,0.0012594458438287153,1.0,0.002515723270440252,0.0012594458438287153
1913,11,6,6949,11,0.0015829615772053533,1.0,0.003160919540229885,0.0015829615772053533
1914,6,6,6949,6,0.0008634335875665563,1.0,0.0017253774263120056,0.0008634335875665563
1915,5,6,6949,5,0.000719527989638797,1.0,0.0014380212827149843,0.000719527989638797
1916,13,5,8566,13,0.0015176278309596077,1.0,0.0030306562536426152,0.0015176278309596077
1917,4,65,1511,3,0.001985440105890139,0.75,0.0039603960396039604,0.001984126984126984
1918,9,90,969,9,0.009287925696594427,1.0,0.01840490797546012,0.009287925696594427
1919,7,90,969,7,0.007223942208462332,1.0,0.014344262295081968,0.007223942208462332
1920,4,90,969,4,0.0041279669762641896,1.0,0.008221993833504625,0.0041279669762641896
1921,4,62,1643,4,0.002434570906877663,1.0,0.004857316332726169,0.002434570906877663
1922,15,62,1643,15,0.009129640900791236,1.0,0.018094089264173704,0.009129640900791236
1923,11,62,1643,11,0.006695069993913573,1.0,0.013301088270858524,0.006695069993913573
1924,3,27,3421,2,0.0005846243788365975,0.6666666666666666,0.0011682242990654205,0.0005844535359438924
1925,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1926,3,32,3148,3,0.0009529860228716646,1.0,0.001904157410345922,0.0009529860228716646
1927,13,0,12666,13,0.0010263698089373124,1.0,0.002050634908115782,0.0010263698089373124
1928,4,0,12666,4,0.00031580609505763463,1.0,0.0006314127861089188,0.00031580609505763463
1929,5,0,12666,5,0.0003947576188220433,1.0,0.0007892036934732855,0.0003947576188220433
1930,5,0,12666,5,0.0003947576188220433,1.0,0.0007892036934732855,0.0003947576188220433
1931,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1932,20,0,12666,20,0.0015790304752881731,1.0,0.00315308213778969,0.0015790304752881731
1933,3,41,2437,3,0.0012310217480508822,1.0,0.0024590163934426227,0.0012310217480508822
1934,4,0,12666,4,0.00031580609505763463,1.0,0.0006314127861089188,0.00031580609505763463
1935,15,14,5454,8,0.0014668133480014668,0.5333333333333333,0.0029255805448893763,0.0014649331624244644
1936,14,14,5454,11,0.002016868353502017,0.7857142857142857,0.004023408924652524,0.0020157595748579804
1937,4,14,5454,4,0.0007334066740007334,1.0,0.0014657383657017222,0.0007334066740007334
1938,9,26,3627,9,0.0024813895781637717,1.0,0.0049504950495049506,0.0024813895781637717
1939,5,26,3627,5,0.0013785497656465398,1.0,0.0027533039647577094,0.0013785497656465398
1940,8,26,3627,8,0.0022056796250344637,1.0,0.004401650618982118,0.0022056796250344637
1941,4,8,6297,4,0.0006352231221216452,1.0,0.0012696397397238535,0.0006352231221216452
1942,3,14,5454,3,0.00055005500550055,1.0,0.0010995052226498074,0.00055005500550055
1943,4,26,3627,4,0.0011028398125172319,1.0,0.002203249793445332,0.0011028398125172319
1944,5,0,12666,5,0.0003947576188220433,1.0,0.0007892036934732855,0.0003947576188220433
1945,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1946,8,26,3627,8,0.0022056796250344637,1.0,0.004401650618982118,0.0022056796250344637
1947,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1948,5,0,12666,5,0.0003947576188220433,1.0,0.0007892036934732855,0.0003947576188220433
1949,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1950,8,112,647,4,0.0061823802163833074,0.5,0.012213740458015267,0.006144393241167435
1951,3,112,647,3,0.00463678516228748,1.0,0.00923076923076923,0.00463678516228748
1952,4,10,5960,4,0.0006711409395973154,1.0,0.0013413816230717637,0.0006711409395973154
1953,3,10,5960,3,0.0005033557046979866,1.0,0.001006204930404159,0.0005033557046979866
1954,3,10,5960,3,0.0005033557046979866,1.0,0.001006204930404159,0.0005033557046979866
1955,3,26,3627,3,0.0008271298593879239,1.0,0.0016528925619834713,0.0008271298593879239
1956,9,88,977,9,0.009211873080859774,1.0,0.018255578093306288,0.009211873080859774
1957,3,88,977,3,0.0030706243602865915,1.0,0.006122448979591837,0.0030706243602865915
1958,4,54,1939,4,0.0020629190304280558,1.0,0.004117344312918168,0.0020629190304280558
1959,3,54,1939,3,0.0015471892728210418,1.0,0.0030895983522142125,0.0015471892728210418
1960,8,18,4784,8,0.0016722408026755853,1.0,0.0033388981636060097,0.0016722408026755853
1961,8,18,4784,8,0.0016722408026755853,1.0,0.0033388981636060097,0.0016722408026755853
1962,3,16,5112,3,0.0005868544600938967,1.0,0.0011730205278592375,0.0005868544600938967
1963,4,35,2934,4,0.0013633265167007499,1.0,0.002722940776038121,0.0013633265167007499
1964,37,57,1713,36,0.021015761821366025,0.972972972972973,0.04114285714285714,0.021003500583430573
1965,39,57,1713,39,0.02276707530647986,1.0,0.04452054794520548,0.02276707530647986
1966,35,57,1713,35,0.020431990659661413,1.0,0.04004576659038901,0.020431990659661413
1967,16,57,1713,16,0.009340338587273789,1.0,0.018507807981492194,0.009340338587273789
1968,3,17,5081,3,0.000590434953749262,1.0,0.0011801730920535012,0.000590434953749262
1969,7,3,10990,7,0.0006369426751592356,1.0,0.001273074474856779,0.0006369426751592356
1970,6,10,5960,6,0.0010067114093959733,1.0,0.0020113979215554815,0.0010067114093959733
1971,5,10,5960,5,0.0008389261744966443,1.0,0.0016764459346186088,0.0008389261744966443
1972,5,16,5112,3,0.0005868544600938967,0.6,0.0011725620480750442,0.0005866249511145874
1973,14,19,4589,14,0.003050773589017215,1.0,0.006082989354768628,0.003050773589017215
1974,3,59,1671,3,0.0017953321364452424,1.0,0.0035842293906810036,0.0017953321364452424
1975,4,59,1671,4,0.0023937761819269898,1.0,0.004776119402985075,0.0023937761819269898
1976,9,69,1354,7,0.0051698670605613,0.7777777777777778,0.010271460014673514,0.005162241887905605
1977,6,69,1354,4,0.0029542097488921715,0.6666666666666666,0.005882352941176471,0.0029498525073746312
1978,4,69,1354,3,0.0022156573116691287,0.75,0.004418262150220913,0.002214022140221402
1979,4,69,1354,4,0.0029542097488921715,1.0,0.0058910162002945516,0.0029542097488921715
1980,4,35,2934,4,0.0013633265167007499,1.0,0.002722940776038121,0.0013633265167007499
1981,3,42,2413,2,0.0008288437629506838,0.6666666666666666,0.0016556291390728475,0.0008285004142502071
1982,8,6,6949,8,0.001151244783422075,1.0,0.002299841885870346,0.001151244783422075
1983,6,6,6949,6,0.0008634335875665563,1.0,0.0017253774263120056,0.0008634335875665563
1984,5,170,112,5,0.044642857142857144,1.0,0.08547008547008547,0.044642857142857144
1985,6,170,112,6,0.05357142857142857,1.0,0.10169491525423728,0.05357142857142857
1986,11,54,1939,11,0.005673027333677153,1.0,0.011282051282051283,0.005673027333677153
1987,6,54,1939,6,0.0030943785456420837,1.0,0.006169665809768638,0.0030943785456420837
1988,3,38,2731,3,0.0010984987184181618,1.0,0.0021945866861741038,0.0010984987184181618
1989,6,36,2914,6,0.002059025394646534,1.0,0.00410958904109589,0.002059025394646534
1990,3,0,12666,3,0.00023685457129322596,1.0,0.0004735969689793986,0.00023685457129322596
1991,5,37,2781,5,0.0017979144192736426,1.0,0.003589375448671931,0.0017979144192736426
1992,3,16,5112,3,0.0005868544600938967,1.0,0.0011730205278592375,0.0005868544600938967
1993,4,16,5112,4,0.000782472613458529,1.0,0.0015637216575449572,0.000782472613458529
1994,5,16,5112,5,0.0009780907668231612,1.0,0.0019542700801250734,0.0009780907668231612
1995,3,16,5112,3,0.0005868544600938967,1.0,0.0011730205278592375,0.0005868544600938967
1996,3,16,5112,3,0.0005868544600938967,1.0,0.0011730205278592375,0.0005868544600938967
1997,18,16,5112,16,0.003129890453834116,0.8888888888888888,0.006237816764132553,0.003128666405944466
1998,15,16,5112,14,0.0027386541471048514,0.9333333333333333,0.005461283401599376,0.0027381185214159984
1999,5,16,5112,5,0.0009780907668231612,1.0,0.0019542700801250734,0.0009780907668231612
2000,5,0,12666,4,0.00031580609505763463,0.8,0.0006313629547786285,0.0003157811636535881
2001,3,16,5112,3,0.0005868544600938967,1.0,0.0011730205278592375,0.0005868544600938967
2002,3,21,4494,3,0.0006675567423230974,1.0,0.00133422281521014,0.0006675567423230974
2003,4,21,4494,4,0.0008900756564307966,1.0,0.0017785682525566918,0.0008900756564307966
2004,3,59,1671,3,0.0017953321364452424,1.0,0.0035842293906810036,0.0017953321364452424
2005,6,13,5814,6,0.0010319917440660474,1.0,0.002061855670103093,0.0010319917440660474
2006,5,13,5814,5,0.0008599931200550396,1.0,0.0017185083347654236,0.0008599931200550396
2007,3,13,5814,3,0.0005159958720330237,1.0,0.0010314595152140277,0.0005159958720330237
2008,3,15,5169,3,0.0005803830528148578,1.0,0.001160092807424594,0.0005803830528148578
2009,6,97,847,6,0.0070838252656434475,1.0,0.014067995310668229,0.0070838252656434475
2010,6,1,12446,6,0.00048208259681825486,1.0,0.00096370061034372,0.00048208259681825486
2011,3,16,5112,3,0.0005868544600938967,1.0,0.0011730205278592375,0.0005868544600938967
2012,3,16,5112,3,0.0005868544600938967,1.0,0.0011730205278592375,0.0005868544600938967
2013,3,16,5112,3,0.0005868544600938967,1.0,0.0011730205278592375,0.0005868544600938967
2014,3,16,5112,3,0.0005868544600938967,1.0,0.0011730205278592375,0.0005868544600938967
2015,3,24,3992,3,0.000751503006012024,1.0,0.001501877346683354,0.000751503006012024
2016,4,52,2073,4,0.001929570670525808,1.0,0.0038517091959557057,0.001929570670525808
2017,131,26,3627,43,0.011855527984560243,0.3282442748091603,0.022884513038850453,0.011574697173620458
2018,111,116,616,40,0.06493506493506493,0.36036036036036034,0.11004126547455294,0.05822416302765648
2019,6,39,2677,6,0.0022413149047441168,1.0,0.004472605292582929,0.0022413149047441168
2020,5,20,4543,5,0.001100594320933304,1.0,0.002198768689533861,0.001100594320933304
2021,3,2,11458,3,0.00026182579856868566,1.0,0.000523514527528139,0.00026182579856868566
2022,3,118,602,3,0.0049833887043189366,1.0,0.009917355371900825,0.0049833887043189366
2023,5,13,5814,5,0.0008599931200550396,1.0,0.0017185083347654236,0.0008599931200550396
2024,3,13,5814,3,0.0005159958720330237,1.0,0.0010314595152140277,0.0005159958720330237
2025,4,5,8566,4,0.00046696240952603317,1.0,0.0009334889148191367,0.00046696240952603317
2026,9,18,4784,8,0.0016722408026755853,0.8888888888888888,0.0033382015439182137,0.001671891327063741
2027,4,17,5081,4,0.000787246604999016,1.0,0.0015732546705998034,0.000787246604999016
2028,6,57,1713,6,0.0035026269702276708,1.0,0.006980802792321117,0.0035026269702276708
2029,3,57,1713,3,0.0017513134851138354,1.0,0.003496503496503496,0.0017513134851138354
2030,8,57,1713,8,0.004670169293636894,1.0,0.009296920395119118,0.004670169293636894
2031,7,57,1713,7,0.004086398131932283,1.0,0.00813953488372093,0.004086398131932283
2032,3,3,10990,3,0.000272975432211101,1.0,0.0005458018739197671,0.000272975432211101
2033,3,97,847,3,0.0035419126328217238,1.0,0.007058823529411764,0.0035419126328217238
2034,15,29,3324,15,0.004512635379061372,1.0,0.00898472596585804,0.004512635379061372
2035,4,13,5814,4,0.0006879944960440316,1.0,0.0013750429700928153,0.0006879944960440316
2036,9,20,4543,9,0.001981069777679947,1.0,0.003954305799648506,0.001981069777679947
2037,6,20,4543,6,0.0013207131851199648,1.0,0.0026379424049241588,0.0013207131851199648
2038,5,12,5837,5,0.0008566044200788076,1.0,0.0017117425539198905,0.0008566044200788076
2039,6,52,2073,3,0.001447178002894356,0.5,0.0028860028860028856,0.001445086705202312
2040,3,83,1064,3,0.002819548872180451,1.0,0.005623242736644798,0.002819548872180451
2041,4,2,11458,4,0.00034910106475824753,1.0,0.0006979584714709475,0.00034910106475824753
2042,3,3,10990,2,0.00018198362147406734,0.6666666666666666,0.0003638679159465115,0.000181967063961423
2043,4,17,5081,2,0.000393623302499508,0.5,0.0007866273352999017,0.0003934684241589612
2044,3,11,5919,3,0.0005068423720223011,1.0,0.0010131712259371835,0.0005068423720223011
2045,3,19,4589,3,0.0006537371976465461,1.0,0.0013066202090592336,0.0006537371976465461
2046,3,66,1451,3,0.002067539627842867,1.0,0.0041265474552957355,0.002067539627842867
2047,8,13,5814,8,0.0013759889920880633,1.0,0.002748196496049467,0.0013759889920880633
2048,4,14,5454,4,0.0007334066740007334,1.0,0.0014657383657017222,0.0007334066740007334
2049,4,33,3078,2,0.000649772579597141,0.5,0.0012978585334198574,0.0006493506493506494
2050,4,132,445,4,0.008988764044943821,1.0,0.0178173719376392,0.008988764044943821
2051,6,21,4494,3,0.0006675567423230974,0.5,0.0013333333333333333,0.00066711140760507
2052,3,21,4494,2,0.0004450378282153983,0.6666666666666666,0.0008894818768067601,0.0004449388209121246
2053,3,49,2146,3,0.0013979496738117428,1.0,0.002791996277338297,0.0013979496738117428
2054,6,47,2156,6,0.0027829313543599257,1.0,0.005550416281221091,0.0027829313543599257
2055,3,22,4396,3,0.0006824385805277526,1.0,0.00136394635144351,0.0006824385805277526
2056,17,47,2156,17,0.007884972170686457,1.0,0.015646571560055226,0.007884972170686457
2057,3,30,3190,3,0.0009404388714733542,1.0,0.0018791105543376136,0.0009404388714733542
2058,44,47,2156,44,0.02040816326530612,1.0,0.039999999999999994,0.02040816326530612
2059,10,47,2156,10,0.00463821892393321,1.0,0.009233610341643583,0.00463821892393321
